用户ID,评论内容,得分,score
12067182355,京东这几次购物，毫无体验感，就知道各种推脱，东西还贵，看样子就适合买水,1,1
11215427545,闪光灯打开，拍照，闪光灯嗖~亮了一点点，可能是8P通病吧，可以百度查到，拍照闪光灯不亮,1,1
11697550943,一辈子就这一回就够了，自己机子有问题，把责任推的一干二净。废话不多说上图。,1,1
11619199678,手机角上有划痕，换吧值不当的，凑合用吧，有图为证。快递给人感觉还是挺好的。,1,1
11455034844,苹果手机款式漂亮，颜色不错，系统流畅，功能齐全，物流快，满意,1,1
11686667669,jia贾配件,1,1
11686664146,jia贾配件,1,1
12383539871,"还可以吧  
耳机漏音严重
不知道什么原因  
刚回来就更新",1,1
11781667653,保价周期内有活动，没看到，看到的时候过了时间了，所以我没看到就该我吃亏，我就该买了以后每天盯着价格，厉害了?,1,1
12451838597,在京东买东西很久了，一直很好，到今天的送货员，故意惹客户，还骂人问几次什么时候到，不说，最好告诉我后天，我觉得京东的路越有越窄了，和客服说还敷衍了事！,1,1
12432687568,官方翻新机F开头 最后一次再京东买手机,1,1
11088420006,京东卖假货，双11看着活动不错，价格诱人买的手机，现在死机，不能操作，强制关机也不行。,1,1
10885535342,看看这个缝隙！都可以插纸了！！！我朋友在实体店买的完美机。京东自营都这样搞？？？,1,1
11216601031,这电话以前肯定有用呀的。网页一大堆以看记录。还有电影退款的页面,1,1
11972505462,图个新鲜感买的，一颗星是给电池的，上班到下班还有70%，其它的不想说了,1,1
10867032718,手机外观可以，网上说的电池发烫，这是真的了。真怕爆炸了，就微信视频都发烫,1,1
11537283332,帮人买的，说不喜欢，用起来不爽，还被他朋友嘲笑，用美国货,1,1
12362506494,一口气降了700元。,1,1
12359602958,一号买的，亏700大洋,1,1
11311589676,目前一言不大好，耳机外放，无故黑屏强制开机，飞行模式睡一觉起来电量消耗百分之十几,1,1
11455401608,我在制衣厂工作每次加班的时候我都会把耳机带上打开这首歌曲，嘴角微微上扬，因为我知道这个月的优秀员工奖又是我的了，我脚下的缝纫机踏板都冒烟了,1,1
12361911715,坑货，降你妹,1,1
10947717892,京东包装是真心简陋，手机盒子直接就套个包装袋，这把手机盒磕的，这一分是给快递员的，送货速度快，热情。,1,1
11326354713,第一次用苹果手机，刚开始玩着还是不错的，用了几天才发现会卡屏，玩游戏有时候也会很快，表示以后再也不会用了,1,1
11448062722,亲们，收到货一定要先看清楚有没有瑕疵再激活，因为，一旦激活就不能换货了！一定一定记得先检查，我就是这样子的，然后，就没有然后了！,1,1
11234182510,嗯，手机是正品！只不过是正品中的次品！微信视频时有&ldquo;滋滋&rdquo;的杂音，我弟和我一起买的也有这个问题。然而之前用了一年多的6p都没这问题。大家慎重购买,1,1
11048884349,其实京东很不错。手机有问题。也属于正常。但是售后不靠谱啊。。。。,1,1
11927134277,我今天中午拿的手机，下午体验了几个小时，安装联通大王卡之后启用流量老是会突然无服务然后几秒后又好了，wif网络速度比以前苹果6S快很多我以前买的苹果6S都不会这样,1,1
11926700956,用了一个多月已经坏了，这台给老公买的，我在**买的用了半年了完全没问题，现在这台已经听不到声音了,1,1
10944855075,第一次用苹果，速度很快，系统的确很强，但他 妈 的根本不是为用户而考虑的，用起来很多很多很多设计缺陷，很不方便，请问怎样批量删除照片？,1,1
11067789951,电话自己就响老大声了,1,1
11280647245,两个字，差劲，8p买了还没用就出现卡机，还没地方维权，,1,1
10917506150,整体感觉一般，双十一之后不晓得价格会怎样，先用用看看！,1,1
12391278418,此用户未及时填写评价内容,1,3
10922560001,11月1号购买的苹果8 plus 64g版本入手共花费5788，然后惊喜来了！后面一直在变相降价。2-3号送15000京豆，4号开始现在送20000京豆了。京东保价就是个笑话！,1,1
12252850803,黑色的看着还行，没有华为手机好用！还是华为好！,1,1
11149016327,我2018.1.9买的，激活时间2017.11.8 坑人,1,1
10897537027,你们的有在白色背景下锁屏会有一瞬间红色吗,1,1
11657242777,买了两个，苹果6的膜还可以，苹果8的手机膜应该是刮花了，贴上去以后手机屏幕都是花的,1,1
11247843852,今天打开后发现那么大的划痕，再也不相信京东了，也不会在光顾了,1,1
11567866496,一加5顶配和苹果8p   用同样的卡同样的地方，一加两个后台运行，8p后台清空玩吃鸡，苹果8p动不动就来严重卡屏，一加5用了快一年从来没有过卡屏,1,1
10825361225,自从买了这个iPhone8plus，学习也有劲了，考研也有动力了，女朋友也找上了，宝马M3我爸也给我开上了，总的来说就一句话，我从一个屌丝变成了高富帅！屌丝这么多，iPhone8销量能不低么，能不低么！,1,1
10981080856,很不愉快的购物体验，原先的坏了，当天叫的闪电侠修好，大家都建议我买这个，反正从6到8没啥变.不过外观还好看一些，当天查看下单，显示可以享受双十一的优惠900.然后就下单了。手机总体还好，偶尔会有卡一下，但是确实比安卓系统运行快很多。然而，双十一的时候就降价了，金色的1300优惠，心碎一地！,1,1
11144733901,手机屏有时候还可以看全部 坏的时候就可以看半个 我就想知道这是什么原因&hellip;&hellip;呀呀呀呀呀呀呀呀呀呀呀呀呀呀。     看对话两个字,1,1
10843332719,东西是正品，手机目前已经出现两次死机，屏幕直接触摸没反应，强制重启后又可以，怀疑中，担心爆炸，充电的时候很烫！,1,1
10916326010,手机是挺好的，但是价格很坑，本来说是保价到双十一才决定先买了，结果买好一礼拜都没到，又比之前优惠250，承诺跟放屁差不多，欺骗！,1,1
10811613434,挺流畅的，也挺好看的，就是跟7p太像了，如果不介意别人问啥时候7还出了这么漂亮的保护壳？那么你值得拥有,1,1
12458145162,不多说自己看吧 拆开机子掉了一块 激活了不给换 也没要求换 只要求索要一点补偿 一概否决 第一次网上买手机 中个奖 真挺好,1,1
11270336125,买来第二天手机充电就开始出毛病，充电的时候老是乱闪进手机里面的软件。第一次感觉京东的东西还能值得信赖吗？,1,1
11684689470,7月7日买的，8日拿到手。到苹果官网，查询售后到期日期截止2019年6月22日。很明显我买到之前就在18年6.22被激活过了。不说了看图吧,1,1
11610444226,7.8年来买很多东西，一直都很相信京东，所以很少去实体店购买，本人也很少评价，这次买了这个苹果手机，本身没有故意去苹果专卖店的，是买个手机套，贴膜才去，跟店员聊了两句，他说帮我检查一下手机是真，是假，一检问题就来了，系统是测试版的，手机是二次销售的，气得脸都绿了，从这次吸取教训，以后买什么都到实体店购买...,1,1
11677685563,"来来来，客户，给我看看这是几个意思？你们京东自己用胶水粘贴的玻璃背面？
物流速度很快，这个得承认。但是这手机的细节就没这么好了",1,1
10817563551,"我在京东买过三部手机 家里人用的都很好  我不知道这个iPhone8plus用的怎么回事  压下home键 没有什反应 手机经常卡机 
我从4s一直用到8，其他的手机都不错 ，唯独iPhone8太让我失望了",1,1
11275557839,送货还算比较速度吧，早上定的晚上9点收到的！作为京东的钻石?Plus会员一年从京东上买好多东西的。已经从上面买了至少5个手机了。对今天的手机不太满意。首先外包装就简单的给包了下，防挤都没做，开机后激活用了很久，从来没用过反应这么迟钝的水果机！都有一种想退货的冲动！1星给京东，5星给快递小哥？,1,1
11281046115,不知道怎么回事。看视频之后在刷朋友圈。根本刷不出来。之前用的7使用过没有问题。之前一直相信京东，这次的问题，希望能够及时解决,1,1
11155333576,"手机用了一个多月就出毛病了，玩游戏时如果有电话打进来,接通后按免提,再进游戏玩。这时可以一边通话一边游戏。结束通话后,如果对
方挂电话,这时通话后台还在,实际已结束通话。双击
home可以看见通话后台,却不能上推消除。手机会变
卡，客服还不理人，",1,1
10979593223,这才几天啊，就这样啦！,1,1
12412268860,看爱奇艺视频的高清画质会卡，配置已经过时了，平时喜欢看视频的朋友最好还是别买，会气死,1,1
10842538806,手机言过其实！我每天运动，微信里的运动步数，比正常少10％一20％，不知道是不是品质问题。（我家下面公园，一圈1700步左右，新手机只能感应到1500左右，以前的苹果6就很准），正在考虑如何办。,1,1
11600984339,讲实话第一次在网上买手机，刚好赶上618一直徘徊在京东和*之间最后还是听朋友的选择了京东，说京东售后比较好，讲实话京东一直主张保持正品，昨天手机回来手机有一半的电然后就没充想着电用完了再去冲，结果没想到第一次充电充电器就是坏的，现在在用朋友同款手机充电器在充电目前不排除手机各项性能是否安全，讲实话网上买手机风险挺大，望各位需谨慎。尽可能去实体店买吧，售后问题啥都好解决！！！非常失望的一起购物！！！,1,1
12407267122,手机本来用来装生活用移动卡的，但是移动卡识别不出来，不知道什么鬼？只能查个联通卡当个工作用手机了&hellip;&hellip;我这单应该是可以用移动卡的吧，有木有大哥给看看&hellip;&hellip;,1,1
12423248860,主板换过操,1,1
12435716510,后封,1,1
12440953377,不值得购买,1,1
12452066021,是翻新机,1,1
12456273914,一般般,1,1
11070363187,呵呵，双十一活动64g五三八八，现在双十二五九九九，把我们当傻子呢？收到货看评论才知道，算了，退货吧,1,1
12472226864,图片说话吧,1,1
12478551826,这真的正常吗,1,1
12479684535,买回来就死机,1,1
12488527203,50块话费在哪呢？,1,1
12508654031,客服不行。谢谢。,1,1
10806336882,背后缝隙大。不知道都是这样吗？,1,1
10970012848,"移动卡上的电话号码导不到手机上。官网查询保修期只到明年3月份,无语！",1,1
10950940401,是个大**，当出买的时候写的送400块钱京豆，反过来用了手机，没有了，我在**先买的才5388，**,1,1
11215085668,直接扔到电表箱，没有任何形式的通知,1,1
12407815655,#货，五千块钱买了个砖板，网络跟个鬼屎一样的,1,1
11936135013,刚买的手机@前没注意，哪儿知道边上有缝隙，二手机么？,1,1
11001886906,质量没什么问题 是正品。全新未拆封 就是碰到双11 物流问题耽搁了 好多天,1,1
11747652268,我买了四五天就一直开始没网，现在电话都打不出去，各种问题,1,1
10986411840,买了两部，金色的没问题，本来要送人自留用了，全因银色那部我这暴脾气控制不住,1,1
10999322260,最初经常死机 开始用的挺好 现在经常自己清理后台 越用越卡,1,1
11224900184,用了一个多月后，手机自己开始无限自动重启，黑屏等&hellip;&hellip;&hellip;,1,1
11920787775,店家，手机是2018年9月17号@的，查询保修的时间是2019年9月5号，保修时间不应该是2019年9月17号吗？,1,1
10931900705,买亏了，苏*才6488,1,1
11171411256,买到手一个多月黑屏！我还认为京东商城质量值得信任！现在真不敢这样想啊&hellip;&hellip;,1,1
11831888791,京东的服务 就是一差 还什么普拉斯会员 服务永远是抱歉先生,1,1
10962634119,没性价比，，，，，，，，，，，,1,1
10906226889,首发买的亏大了，有没有一起投诉的。扣61167018,1,1
10912645518,256plus 7188买的现在6888过了保价1天。。。,1,1
10938605252,这个手机没有华为的好用。真心评价。本来一直都是习惯性好评的人，搞得我火气很大,1,1
11284381022,"激活好去官网看了下,保修日期,还有3个月,我去返修机来的，晕死",1,1
10938334650,目前来说 还可以 音响不错 也挺好看  手机5星 但是说好的豆呢 豆呢？,1,1
11271244653,现在才5678 买亏了,1,1
11783467717,几年不用京东买货了，为了送妹子一台苹果8选择京东放心，下单可以选择明日到达送货，但不是周末就选择了次日送货，早上9到11点。到这个京东物流#的一笔，10点就说送货了，下午5点还没到，催单一个多钟才送达。,1,1
11114969360,没仔细看，还有分公开版跟白条版手机一样的吧我是白条的多了*块钱希望能退回,1,1
11271813647,手机很好。运行速度比淘汰下来的6S快很多。唯一恶心的就是京东的价格变化。年前六千买的觉得价格很优惠了。年后同事5688买的又便宜了300多。联系客服价保七天已经过了无法价保。20天降300心里落差有点大。,1,1
10902282797,客服是真的&hellip;&hellip;,1,1
10815213648,试了好多次，打电话时会有滋滋声，第一次买苹果就中奖了，无爱了,1,1
11490715214,刚激活完。撕掉原膜，给了我个惊喜。只能认命，不过京东到是不错。给我一百块钱劵安慰奖。呵呵！,1,1
11564635764,这个店铺 实在是让你恼火  已经拉黑 想知道详情的私聊  有些话 打不出来 不让发评价 我就这样说 不匿名 ！,1,1
11043105046,很喜欢  但是会黑屏  相机模糊  有和我有一样问题的么,1,1
11279585250,包装完好，打开包装手机有明显磕碰过、有图、已申请换货服务、很不好的购物体验、物流很快、,1,1
12365823940,很伤，，，前半个月5599买的，现在4799,1,1
12387313114,开机屏幕会闪一下,1,1
11701603769,才买一个月 百分之九的电充到百分之68 用了一个小时二十九分钟,1,1
12077185690,被@过！18年11月3日到手的手机，查序列码18年1月份被@过,1,1
11272075524,真的不行，朋友都叫我京东买，比较好，拿到货，用了半天，音频出了问题！,1,1
10813789161,我的增值税专用发票已经通过京东审核了，可是买手机的时候却不能选择专票，要是知道这样的话，就在专卖店买了！?,1,1
11990536688,一款被美狗?绑架的产品，不@不用怎么知道是否满足自己要求？,1,1
12362117973,降#价,1,1
12363292297,迷之微笑,1,1
12366545797,心塞,1,1
12372347184,倒霉便宜了700,1,1
12373326500,懒得说了,1,1
11484627042,"嗯。。。完全没密封 给朋友买的。就冲了一下全进水了 摄像头都是雾气
反正苹果最好去 官方买
耶??",1,1
12424087183,二手货,1,1
11449294414,翻新机了  有意思了啊,1,1
12437702102,手机玩王者卡,1,1
12439996320,还是实体店好,1,1
11672027831,网络慢，用无线网下载软件都要好几分钟同宿舍的苹果六都比我的快好多,1,1
11368537752,手机经常重启，有次跟朋友微信语音听筒还有杂音，对方都能听到了,1,1
12386017770,手机屏幕和边框之间缝隙大  能看见里面的配件vemmmmm,1,1
10935325326,啥也不说，大家自己注意我的评论日期吧，上周买的，不到5天，上周虽然是一样的价格，但是是不送京豆的，4W京豆，400块钱，对在京东上经常买东西的人来说，算是亏了400优惠的,1,1
11678919897,摄像头进灰，有残胶。买过两个手机了 ，没一个省心的,1,1
12378471379,来看看京东自营卖的翻新货。,1,1
11511770082,"5月23日上午收到然后激活 查了一下序列号显示激活时间是4月份 
估计买到二手机了",1,1
11003690765,京东很棒、苹果快要倒闭了、导航型号弱、是苹果八的通病、经常上高速使用手机导航的、请谨慎！这么贵的手机！太次了,1,1
10934005775,一直在京东买手机、觉得价格应该算便宜了、刚买3天、**、感觉还是以后要比较、京东也不是最低、感觉信任这个没有了,1,1
11670264563,二手网线，激活的时候还有别人的apple id,1,1
10930388622,总体来说不是很满意，感觉还没有，7p好。电也不经用，不多说了就给一颗星,1,1
10966921409,只要玩游戏就特别烫，耗电也跟快。还没有我现在用了两年多的6Sp好用呢。。莫名的伤感,1,1
10968140385,这速度我服,1,1
11316427202,一直登录不上app store,1,1
12400910997,败在了快递上！呜呼哀哉&hellip;,1,1
11604929732,首先、物流区域分错了，其次，手机刚设置好没一个小时就开始显示有人在北京用我的IP地址登陆,1,1
10925083056,今天刚激活的，耗电量惊人，半个小时20的电,1,1
11453461681,东西到的挺快的，但是左上角屏幕边角有黑色污浊，瞬间感觉心都凉了，同事看了序列号好像也不对劲，真心烦，买个手机最怕遇见这种事,1,1
11710859372,买了送亲人的。现在才知道一开始前摄像头没用的。而且有时候卡在那里不会动,1,1
12471149680,我用PP助手 检验我的新机 结果！是换过主板的翻新机！我现在正在想办法投诉！,1,1
11709515359,坑DIE的东西还没我用了两年多的机子好用手机发烫电池充满就聊会天看一集电视局就剩百分之五十这是新机吗我想知道现在手机还没我用俩年的6S好用,1,1
11032462497,感觉很好难受，用起来很别手，还卡，没我的7用起来顺手后悔的一塌糊涂。,1,1
11667330395,有白点，，，，，，，，，,1,1
11396547697,刚到手，你们自己看！为啥里面有爱思助手？？苹果有自带爱思助手？？？用了这么多年头一回见,1,1
10948774402,快递很快，手里好像是别人退货的，打开屏上面好多指纹,1,1
12360947181,真可怕,1,1
12372976655,价格浮动太大。,1,1
10914573044,原来用的6，换8P之后手机信号差了很多，继续用几天看看吧。还有一个就是快递速度和以前相比慢多了，在京东买东西主要原因还是快递送货快，速度降下来也没什么买东西的欲望了&hellip;&hellip;,1,1
11010446207,下单之前就看到会赠送40000京豆   下单后到收货京豆一直没有赠送  电话联系客服  说我下单时没有赠送京豆活动  后来又改口说购买金色才会赠送  请问哪句话写明了购买金色才赠送40000京豆的   还好购买之前就有截图记录   已投诉消协,1,1
10857655919,"用了才知道,&hellip;&hellip;",1,1
10990194473,就是各种降价，东西应该还行，没什么毛病，不保值的真的！,1,1
10924970968,我可能不懂这种高科技产品是怎么使用的，贫穷限制了我的想象力（这个界面转了几分钟）,1,1
12453566855,物流很快，但是手机到手不能激活，看明天能否激活吧！明天再来追评！,1,1
12084616593,呵呵，苹果也开始减配了，3.5耳机转换线能值几个钱，这都给省去了,1,1
11037084070,翻新机？,1,1
10897814342,昨天早上下单立减150，下单金额是6038.晚上就立减250，下单金额变成5938了，还说有价保，文字游戏玩的不错,1,1
11501421812,你麻逼5799买个翻新机，我去朋友帮我看，过保一年。请问，请问全新机，怎么没保。坑比京东,1,1
11605480331,用了很多苹果产品都很好，第一次网购苹果手机，才用一个月就返厂了，不爽！?,1,1
10946574444,传说中的后盖缝隙确实存在，而且未按约定时间配送。我说老张啊，你以前的京东蛮好的，怎么现在也良莠不齐了。,1,1
11710120138,原装的充电器插上没反应，用别的充电器却可以。用别人的苹果充电器也可以。,1,1
11481737330,买了快一个月了我现在才网上看见有些朋友的评论他们手机屏幕或者后面有缝隙 我居然他嘛的种招了 这个怎么办呢。我投诉嘛还是直接打12530呢&hellip;&hellip;,1,1
11772000865,用了没几天降价了，哈哈哈哈哈哈，还不价保，导航不好用，还不敢换，因为听说*的名声。哎,1,1
12420555038,怎嘛感觉像翻新机呢,1,1
